transaction_id,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,hour,amount,channel,card_present,merchant_category,distance_from_home_km,distance_from_last_txn_km,ratio_to_median_price,is_foreign_transaction,is_fraud
35685,1.0376,-0.1446,1.5401,0.35,0.9962,-0.6996,2.1066,-0.2438,0.112,-0.9986,17,36.88,card_present,1,utilities,6.06,3.26,0.778,0,0
9026,1.1884,-0.048,0.785,-0.6422,-0.1124,-1.4902,-0.9495,-0.6592,0.7071,-1.107,14,84.22,online,0,jewelry,24.91,4.81,0.831,0,0
10905,-0.3876,-1.0937,-0.5452,-0.6817,0.3687,0.9776,1.6862,0.2343,-0.7992,0.2967,20,2.15,online,0,jewelry,9.33,0.37,1.344,0,0
17650,-0.279,-0.2103,0.7579,-0.5045,-1.1081,1.5448,0.143,-1.1246,-0.3124,-1.5724,15,34.42,online,0,entertainment,2.46,8.37,0.895,0,0
56635,-0.2274,-0.0915,0.4962,2.3541,0.9992,0.5834,1.1547,1.1198,-2.113,-0.4792,7,4.01,phone_order,0,jewelry,3.56,3.56,0.902,0,0
55312,0.2911,-1.0259,0.7739,0.099,-0.3444,1.5961,-0.0393,0.6455,0.2352,0.4339,14,79.21,card_present,1,cash_advance,23.84,0.07,1.775,0,0
6129,0.2546,-0.0587,-1.2881,-0.6522,1.8123,1.5059,0.1894,-0.0558,-0.9195,-0.164,1,8.7,phone_order,0,grocery,13.83,3.1,1.462,0,0
14514,-0.9151,1.8035,1.0748,1.4175,1.1227,-1.1608,0.8583,-0.3166,0.6889,0.654,21,29.71,online,0,entertainment,3.69,0.19,1.512,0,0
20305,-0.7485,0.1418,1.2098,-0.2111,-0.1714,1.1547,0.4439,-0.3561,0.2269,1.4468,15,3.44,online,0,grocery,13.73,0.31,0.601,0,0
6349,-0.5264,-0.5574,2.3747,1.0687,0.0267,0.9823,0.6176,-2.0481,0.3841,-0.8167,21,19.82,online,0,cash_advance,4.76,1.81,0.945,0,0
21906,-0.0987,-0.1168,-0.6857,-0.2401,0.3693,0.2383,-0.0646,-2.954,0.6032,-0.0831,10,52.4,card_present,1,entertainment,1.16,0.06,1.898,0,0
55235,-0.8244,0.6868,-1.3084,1.7853,0.1834,0.6891,0.583,0.7363,1.0884,1.4996,4,259.6,online,0,travel,2.72,0.11,0.695,0,0
28838,-0.1102,0.4091,-0.0123,0.0385,0.0049,1.1697,-0.4468,0.5517,-0.3766,-0.028,6,47.88,card_present,1,jewelry,3.85,3.25,0.791,0,0
18079,-0.3529,-0.0204,0.842,-1.0812,-0.7214,-1.5696,1.286,-0.3768,0.054,-0.3191,3,53.27,card_present,1,,25.01,4.22,0.832,0,0
3565,0.0967,-1.7995,0.9137,0.0603,1.9141,1.595,-0.4182,0.8411,1.2417,0.7281,0,51.94,card_present,1,travel,7.84,3.61,0.988,0,0
7723,0.0116,0.1286,0.8402,1.5766,-0.1002,-1.1144,0.2347,-1.9981,-0.7318,0.1852,21,11.18,card_present,1,fuel,1.19,0.33,0.648,0,0
34644,0.1877,0.7881,-0.3718,-0.721,-1.1966,0.9781,0.1026,-0.5145,0.8198,0.2924,11,5.46,online,0,cash_advance,7.42,1.94,1.123,0,0
21454,1.2801,1.2776,0.8502,-2.1959,-2.4187,0.4968,1.4376,-1.0506,-0.6601,-0.7427,4,30.06,card_present,1,cash_advance,19.37,0.49,0.656,0,0
19923,0.3941,-1.1205,1.2991,-0.1567,1.059,-0.977,-0.0078,1.2827,0.3952,0.1043,17,32.84,online,0,utilities,10.54,0.68,0.751,0,0
262,0.0097,0.5426,-0.4927,-0.4661,-0.156,-2.5453,-0.9404,0.109,-1.424,0.6528,20,23.5,online,0,jewelry,2.35,8.25,0.77,0,0
15385,-0.7482,0.7056,-1.5316,-1.4891,0.0221,1.5781,0.5767,0.8784,-0.4048,-1.4371,8,30.63,card_present,1,travel,5.11,15.29,0.588,0,0
14711,-0.9485,1.2019,-0.7802,-0.0703,-1.5177,-1.0853,0.6788,0.4471,-0.1337,-0.9222,17,60.97,card_present,1,utilities,4.07,0.93,0.532,0,0
44645,-0.0867,0.2651,-0.8159,-0.6827,-0.5417,0.4839,-1.5709,0.8513,1.0541,-0.7439,6,47.98,card_present,1,grocery,16.15,11.16,0.578,0,0
36241,0.4346,-0.2435,-0.694,-0.6218,-0.1294,0.0301,-0.7423,-1.1288,-1.6164,0.3686,20,44.35,card_present,1,travel,29.97,1.07,1.404,0,0
24670,1.8858,0.6353,0.7983,1.3786,-0.271,-1.2425,0.0019,1.0354,0.6523,0.0696,23,33.37,online,0,fuel,25.51,1.77,1.113,0,0
27860,-0.5215,0.9398,-1.5297,-1.0582,1.3557,-0.5197,0.5217,1.7054,0.4504,-0.4222,2,113.47,card_present,1,electronics,9.85,1.16,0.823,0,0
10596,-0.9428,0.2059,0.6944,-0.5045,1.5208,0.4609,0.5449,-0.8694,-0.5495,1.2322,20,44.49,online,0,dining,10.54,7.53,0.612,0,0
27827,-0.5544,-0.0682,0.1519,-0.9125,-0.9208,0.214,0.547,-0.9064,0.3335,0.2859,10,358.76,online,0,online_retail,5.15,3.92,1.021,0,0
4033,-0.429,0.0635,-1.0051,1.3256,-0.0011,0.9824,-1.0494,0.4971,-2.0853,0.0379,12,23.28,online,0,jewelry,5.47,2.19,0.664,0,0
14881,-0.268,0.7368,1.2811,-0.4363,-0.1819,-1.7454,1.1878,0.302,-0.1952,0.7429,14,1.0,online,0,grocery,2.5,1.68,0.784,0,0
31999,0.4489,0.1195,0.0293,-0.3096,-0.8673,0.9193,1.3962,1.2115,1.444,-0.0013,9,50.51,card_present,1,online_retail,7.48,1.0,1.418,0,0
17209,1.4751,1.7906,0.7622,0.2855,0.4971,-1.0387,0.4253,1.0573,-1.21,-0.7524,4,47.71,card_present,1,travel,20.01,5.55,0.574,0,0
44000,1.189,-0.9805,-0.153,-0.1639,-0.6302,0.4681,-0.2403,-0.6477,-1.0985,-0.3695,13,41.57,card_present,1,online_retail,1.92,1.72,1.527,0,0
55345,-0.9801,0.2928,-0.6851,-0.7544,0.7309,0.023,-0.8267,-0.3436,1.0376,0.6069,22,21.14,card_present,1,travel,0.08,5.5,0.759,0,0
9031,-0.7936,-0.0888,0.72,-1.0686,2.1352,0.106,1.4092,0.1667,2.2523,-0.1323,2,31.77,card_present,1,dining,2.85,2.72,0.861,0,0
698,0.0492,0.4368,0.0958,-0.2674,0.261,-1.0671,1.2429,-0.2722,-0.3329,-0.1816,18,51.58,card_present,1,online_retail,2.24,5.84,1.09,0,0
30150,-0.1277,0.719,-0.7257,-1.205,-0.2308,0.5188,0.5421,-0.1908,1.0216,0.7212,7,8.4,online,0,cash_advance,3.28,4.89,1.699,0,0
11042,0.4307,-0.8165,1.9662,0.5628,-0.3393,1.0505,-0.8947,-1.2524,-0.2424,0.0836,12,42.66,online,0,grocery,2.8,5.65,1.048,0,0
19444,1.2177,0.2344,0.6959,1.4445,0.9085,0.2724,-1.134,0.1566,1.6455,-0.5443,1,20.56,online,0,utilities,0.42,6.4,0.926,0,0
34713,0.5991,0.147,0.6199,2.581,-1.6251,-0.2118,0.2018,-0.5565,0.2754,0.0314,21,15.16,card_present,1,travel,12.74,5.29,1.361,0,0
22104,-0.5289,-0.5803,0.4103,1.6816,-1.7152,0.366,-0.1551,0.6365,1.0632,-1.9371,1,12.26,online,0,utilities,40.44,9.23,0.535,0,0
16296,0.1995,-0.1094,0.1175,-1.0874,1.0019,-0.405,0.4498,0.5701,1.06,-0.1798,20,25.14,card_present,1,fuel,9.13,0.81,0.402,0,0
57334,-0.9096,1.8352,-0.3585,0.2011,3.0957,0.16,0.2125,0.9024,0.6357,0.5602,20,28.59,phone_order,0,cash_advance,8.29,2.15,2.167,0,0
13815,-1.4866,0.9075,-0.4815,0.7496,-1.2452,0.5438,1.0529,0.5875,-0.9565,-0.2452,21,4.72,card_present,1,jewelry,16.19,0.98,1.711,0,0
7210,-1.6839,-1.8934,-0.6941,0.8901,0.3836,1.4323,-0.2485,1.9416,0.4725,0.8686,13,43.17,card_present,1,dining,15.65,3.59,0.926,0,0
32630,0.6301,-0.498,-0.8105,0.3532,0.8244,0.3084,0.7247,0.1775,-0.4319,0.6211,2,8.66,online,0,cash_advance,20.21,6.61,0.882,0,0
44638,-1.0944,0.5009,0.11,1.2396,-0.9559,-0.4244,0.2713,0.2509,-0.4479,-0.7515,11,24.13,online,0,dining,7.7,0.09,0.492,0,0
42417,-0.4149,-0.4184,0.9235,-0.1646,-0.3236,-0.3311,-0.3322,-0.4003,-0.291,-0.8635,0,23.4,online,0,online_retail,12.26,1.47,1.564,0,0
59329,-0.096,-0.0896,-1.2175,0.223,-0.0875,-0.6644,-0.1599,-1.5901,2.6212,-0.1343,19,86.72,card_present,1,fuel,21.6,6.54,0.795,0,0
8248,-0.7571,0.0522,-2.1889,-0.8251,-0.4427,0.2449,0.2235,0.3289,-1.1458,1.4607,14,17.47,card_present,1,cash_advance,3.69,2.83,1.941,1,0
13907,-0.0763,0.2718,-0.9533,-2.1863,-0.8334,0.7154,-0.1187,2.7142,-0.0428,0.3075,2,26.75,card_present,1,utilities,2.83,1.2,0.42,0,0
53752,0.0973,0.671,-0.4479,0.7127,0.4368,0.1606,-0.5525,0.5818,1.0531,1.6962,4,14.08,card_present,1,entertainment,3.99,1.54,0.675,0,0
1165,-0.4385,0.5609,0.3572,-2.0889,1.8314,0.7804,-1.5223,-0.101,-0.0866,-1.3633,3,33.01,card_present,1,travel,0.7,2.05,1.228,0,0
35495,1.3193,-1.5571,-0.0612,0.0677,1.2839,0.3836,-1.1804,0.4735,-0.871,-0.2125,12,16.67,online,0,utilities,0.19,3.01,0.571,0,0
34129,-1.025,0.0885,-0.0615,0.9775,-0.4058,0.6112,-1.0359,-1.429,0.3968,-0.0835,11,30.05,card_present,1,grocery,2.63,3.4,1.34,0,0
58894,-1.1258,0.3786,1.4902,-0.3545,2.1191,-0.4042,0.9018,-0.9644,1.9073,0.8126,12,45.75,online,0,travel,5.19,4.16,1.161,0,0
47682,2.0948,1.02,-1.2682,-0.9391,0.6058,0.6339,0.177,0.9214,-0.8121,-0.5406,20,34.77,online,0,grocery,15.2,3.12,1.959,0,0
34033,0.8172,-0.0277,-0.5464,-0.2721,1.8173,0.1535,0.3378,-0.0091,-1.242,-0.0923,12,12.43,online,0,entertainment,0.44,3.57,1.198,0,0
33032,-1.4202,0.4874,0.6748,0.2413,0.4448,-0.3624,-0.2293,-1.6669,0.2567,-0.7908,0,80.88,online,0,travel,0.47,1.01,1.158,0,0
48285,0.768,1.1854,0.0114,-0.9523,1.0536,-0.9248,1.2173,1.0632,0.2798,0.6898,9,64.0,online,0,grocery,5.32,0.74,0.71,0,0
12900,-1.1152,-0.4747,-0.8423,-0.092,0.0608,0.0286,1.2128,1.0212,0.6534,-0.4021,18,34.62,online,0,online_retail,6.23,2.3,1.3,0,0
15135,0.3474,-0.3233,0.4494,0.3404,0.3272,2.3489,1.2723,1.041,0.6746,-0.1247,18,40.07,card_present,1,fuel,1.98,0.16,1.71,0,0
13718,0.4473,-1.9712,-0.7213,-0.1528,-1.0035,0.2004,1.7333,2.0629,-1.3933,-0.6685,6,21.53,online,0,utilities,0.73,4.2,1.178,0,0
54335,-1.3942,0.2299,0.027,0.6589,0.5983,-0.255,-2.2021,1.9358,1.7153,-0.665,16,5.42,phone_order,0,cash_advance,0.5,2.37,0.907,0,0
13615,0.1906,-0.1411,0.4416,1.8761,-1.4247,0.2756,-0.0754,1.8741,1.1201,-0.7336,7,22.44,card_present,1,jewelry,12.01,4.13,0.867,0,0
37111,0.6165,0.0609,1.4092,1.0403,-0.4585,-1.3628,-0.9069,-0.2121,1.2853,1.1053,12,2.12,card_present,1,fuel,4.88,0.15,1.096,0,0
18864,-0.2798,-0.2149,0.2922,-1.1243,-0.91,-0.57,-0.0128,1.3589,-1.0767,0.2407,13,5.53,online,0,fuel,5.74,1.02,0.824,0,0
781,1.1224,0.5284,1.7073,-1.15,-1.1008,-0.1468,-0.0803,-0.467,-0.1277,-0.9871,11,32.5,online,0,electronics,12.21,1.6,0.755,0,0
1401,-0.0569,-0.2481,0.7582,0.7058,-1.7804,1.04,0.1078,0.6502,-0.7441,-0.4674,4,113.75,online,0,entertainment,0.23,1.14,0.692,0,0
9662,1.5323,0.7265,0.657,0.9632,-0.4181,-1.2507,-1.5396,0.6899,0.7933,0.1683,22,51.03,online,0,dining,1.42,5.93,0.713,0,0
30595,0.5477,0.4349,-2.6021,-0.6386,-1.1575,-2.323,1.3906,1.5303,0.3112,1.9491,0,3.31,card_present,1,electronics,0.75,1.5,1.11,0,0
21586,-1.0264,-1.2758,-1.5009,0.9525,1.121,-0.566,-1.6115,0.7282,-0.0675,-0.2967,9,12.47,online,0,online_retail,2.44,4.45,0.769,0,0
39430,-0.3453,-0.5175,-2.4963,-0.2354,-0.8592,0.0119,0.5917,-1.1538,2.1627,0.4625,2,8.92,card_present,1,travel,6.27,7.88,1.306,0,0
10994,-0.2212,-0.2462,0.1233,-0.4407,-0.7264,-0.047,0.4654,0.1154,-0.4156,-0.5217,11,20.17,online,0,jewelry,15.71,4.86,1.974,0,0
39562,1.5718,0.45,0.1084,-1.6295,0.5817,-1.1652,-1.2505,1.0047,1.3382,0.1805,22,7.98,phone_order,0,fuel,19.79,1.63,0.717,0,0
8197,0.4775,1.2843,-0.3738,-1.9278,-0.3167,0.1678,-0.117,-0.7709,0.7311,0.3059,16,4.09,online,0,cash_advance,23.41,3.67,0.664,0,0
3132,-0.673,-0.4597,1.1768,-0.8019,-1.4656,1.1945,-0.6145,-1.0853,-1.706,1.0098,22,10.13,online,0,entertainment,1.94,1.4,0.614,0,0
5202,1.0178,0.9236,-0.8325,1.0867,1.127,-1.4741,0.4214,0.1562,0.4048,0.8208,15,23.93,online,0,cash_advance,11.09,5.46,0.953,0,0
7415,0.3336,-0.0177,-0.807,0.498,1.4039,-0.3721,1.0064,-0.0392,-0.9744,-0.987,15,146.35,card_present,1,electronics,2.71,2.63,1.084,0,0
11483,1.0287,-1.6212,0.0957,0.3562,0.4932,1.2129,2.0966,-0.0573,-0.1449,1.893,23,21.96,card_present,1,travel,1.28,7.9,0.715,0,0
27740,0.5559,-0.4584,0.2178,-0.9692,-0.0153,0.5763,-1.8145,-1.8973,-1.8131,0.0931,12,12.5,card_present,1,jewelry,3.87,9.18,1.057,0,0
38195,-1.4286,-0.5917,0.8701,1.085,-1.279,-1.578,-1.1554,1.4719,1.3773,-0.0887,11,11.03,card_present,1,online_retail,2.96,0.37,0.395,0,0
11602,-0.3413,-0.0524,-0.9367,0.1691,0.3794,1.2551,2.1774,0.3764,0.3413,-0.0929,8,37.24,online,0,travel,4.18,4.01,1.153,1,0
27967,-1.0532,1.449,-1.0482,-0.6554,1.1373,1.2312,-0.8659,-0.794,-2.6027,1.8036,1,78.32,online,0,jewelry,1.31,2.52,1.606,0,0
25030,1.2349,1.3944,-1.6202,-1.6984,-0.0778,-0.4322,-0.145,-1.5132,1.3138,0.8387,12,3.79,online,0,dining,5.01,18.42,1.475,0,0
57882,-0.1724,-0.4478,-0.0773,0.5411,-1.5132,1.0923,-0.8766,-0.668,1.1088,-0.8567,18,25.39,card_present,1,electronics,5.26,2.16,1.99,0,0
41502,0.4467,-0.6984,-1.0371,0.1867,-0.4833,-0.4503,1.0036,1.3736,-0.57,-0.7604,3,7.37,online,0,cash_advance,17.23,3.14,1.048,0,0
48958,-0.7962,-0.1172,1.5213,-0.3635,0.6448,1.4783,-0.874,-0.0911,-1.3873,0.4925,14,13.07,card_present,1,electronics,7.77,0.27,1.04,0,0
28188,-0.7387,-0.3819,1.2249,-0.3744,0.8191,-1.8867,2.3852,0.4517,-0.8912,1.0257,0,9.71,card_present,1,grocery,8.93,0.38,1.453,0,0
612,-0.0725,-1.6059,-0.1885,0.9156,-1.0438,0.3999,0.7842,-0.0869,1.6707,0.2278,4,18.99,card_present,1,online_retail,1.59,1.79,0.911,0,0
2827,-1.8571,0.2931,-0.2447,0.5584,-3.1813,0.2013,1.099,-0.1942,-1.1319,0.7403,21,71.47,online,0,electronics,1.92,2.88,0.968,0,0
51085,-0.5576,0.499,-0.3036,1.4023,0.9733,1.4353,-0.3726,0.559,0.3653,1.5199,1,93.15,phone_order,0,grocery,4.92,0.81,0.801,0,0
9448,-0.5145,1.4337,1.4954,-0.5069,0.9147,-0.0362,-0.6871,0.2424,-0.1721,-0.4035,8,12.18,online,0,jewelry,25.68,3.5,0.792,1,0
41881,1.8257,0.2685,-0.1639,-0.8614,0.5823,0.4667,-0.1777,-1.6044,-0.1248,-1.0308,7,12.01,card_present,1,fuel,18.28,1.7,0.857,1,0
31142,-0.6704,-0.2296,-0.7104,0.1577,-0.3492,-0.3189,0.3354,-0.8414,-1.2435,-0.0233,2,33.84,phone_order,0,utilities,1.22,11.75,0.589,0,0
20322,-1.0829,0.3552,-0.1913,0.2338,0.5836,-1.0142,-0.3132,0.9939,-0.926,1.6043,1,36.14,card_present,1,jewelry,33.34,1.14,0.858,0,0
59830,-0.396,1.5643,-1.7222,-0.6432,-2.2324,-0.8354,0.0146,2.2139,-0.3466,1.0955,9,4.81,card_present,1,entertainment,1.4,3.02,0.656,0,0
40305,-0.7845,0.1098,0.1203,-0.0161,0.6224,-0.6093,-0.2851,-0.5076,0.2527,0.7017,7,11.23,online,0,utilities,4.09,0.52,0.986,0,0
49927,0.5074,-2.9211,1.0627,-0.3654,0.4254,-0.6171,-0.1069,-0.7565,0.8132,2.3273,18,35.15,online,0,utilities,0.24,0.8,0.882,0,0
12145,0.8925,1.2538,-1.0213,0.5317,-0.9116,0.2211,1.5709,-0.5321,0.2233,0.7589,7,5.93,card_present,1,electronics,12.62,3.64,1.595,0,0
5550,-0.953,-0.276,1.5568,0.2511,0.391,1.0699,0.2837,-1.6293,-1.9782,-0.9035,12,69.52,online,0,utilities,7.24,2.63,0.658,0,0
17759,0.4536,-1.4835,-1.344,-0.8193,-0.6095,0.3892,-3.299,1.0656,-0.5645,-0.5336,21,30.1,card_present,1,electronics,20.22,0.13,1.453,0,0
23437,0.2172,-0.0818,-0.1299,0.5392,-0.3631,0.1227,0.7593,1.942,0.6148,-1.4495,6,332.82,card_present,1,travel,2.0,1.75,0.603,0,0
1571,-0.2807,1.0226,0.003,-0.4966,1.3654,-0.2972,-0.6405,-0.009,-0.2075,-0.9189,5,19.41,online,0,entertainment,35.19,8.53,1.01,0,0
36717,-0.2129,0.3415,-3.0615,0.2261,-0.5504,0.8952,-0.3186,-0.4984,-0.4356,-0.5237,2,67.36,card_present,1,fuel,37.83,0.6,0.589,0,0
25163,-0.7726,0.0266,-0.126,-0.6207,-0.5549,-0.5607,-0.2666,-0.2382,-0.5732,1.2397,20,88.28,online,0,cash_advance,1.08,2.64,1.533,0,0
18720,0.2573,-0.9867,-0.9709,0.0992,-0.2398,0.3636,1.2086,0.1289,0.1674,0.6064,21,22.87,card_present,1,jewelry,3.37,1.32,0.659,0,0
37521,0.4439,0.1722,0.4655,1.2661,0.6779,-2.0156,-0.5125,0.1353,0.6074,0.7317,17,6.94,phone_order,0,jewelry,8.84,0.29,0.822,0,0
21233,0.8553,0.6357,-1.6072,-0.4034,1.422,0.6882,-0.857,-2.8636,-0.7723,-0.4182,14,74.84,phone_order,0,cash_advance,5.2,,0.966,0,0
13070,1.1501,-0.7905,0.4016,-0.6332,-1.1531,0.1267,2.6958,-1.7789,1.5263,0.2838,19,13.39,online,0,grocery,10.55,2.22,1.187,0,0
23540,-0.9501,0.2473,-0.1302,0.3506,2.3684,1.8878,-0.7753,0.4544,-0.5247,-0.5182,6,10.05,card_present,1,online_retail,1.79,3.56,1.979,0,0
9023,0.4432,-1.109,1.8006,-0.2111,-0.7702,0.2759,1.1144,-0.1321,-0.9921,0.1862,11,26.71,online,0,online_retail,0.95,10.12,0.903,0,0
9846,-0.048,1.4743,-1.0356,-0.5389,0.3974,0.4356,0.4076,-0.6036,-0.4016,0.798,22,13.94,card_present,1,cash_advance,1.72,4.42,0.956,0,0
29543,-0.3956,-0.2775,-0.0921,-0.2699,1.6066,-1.5735,-0.8303,-0.4647,-1.139,1.6576,1,5.53,card_present,1,dining,6.98,1.67,1.537,0,0
38938,0.7179,-1.835,0.7637,-0.5417,0.0454,-1.4392,-1.3057,0.1438,1.5733,-0.1725,8,14.32,card_present,1,online_retail,2.81,1.65,1.93,0,0
33021,0.3775,-1.3809,-1.3834,0.4845,-1.5895,-0.0569,-1.3122,1.257,0.2619,-0.7221,17,30.11,card_present,1,dining,22.03,4.02,1.402,0,0
59364,-0.2811,-1.9487,0.9468,0.2294,-0.1203,-0.9506,-1.9536,-0.304,-0.3611,-1.6663,3,13.88,card_present,1,cash_advance,51.02,0.24,1.145,0,0
27298,-3.1858,-1.378,-0.0467,0.6665,1.4796,0.2652,0.929,0.439,2.0341,1.1847,7,23.47,card_present,1,jewelry,11.4,7.07,1.961,0,0
13965,-0.2397,2.7511,-0.1163,-0.8059,0.7151,-3.4376,-0.0217,0.3502,0.4129,0.0061,2,28.25,online,0,electronics,19.47,3.03,1.906,0,0
29545,0.9217,0.1418,-0.2149,2.2119,1.4733,-0.0761,-1.0827,-0.0546,1.314,-0.7628,9,14.79,card_present,1,electronics,17.26,4.64,1.603,0,0
24213,-2.0387,0.9246,-1.0568,0.3535,0.5554,-0.2148,0.522,-0.9748,1.0369,-0.412,16,15.1,phone_order,0,grocery,7.12,1.24,0.739,0,0
20794,0.2294,0.6375,-0.1101,-0.8779,-0.4419,1.5674,2.3265,-0.7559,-0.7859,0.697,19,36.4,card_present,1,electronics,2.67,3.47,0.918,0,0
32419,0.9203,0.6219,0.0042,0.1927,0.7384,-0.7456,-0.9023,-0.7848,-0.765,-0.5913,6,16.88,card_present,1,online_retail,15.87,2.78,0.542,0,0
4071,-0.5614,-1.2874,-0.3453,1.2242,0.3492,0.4989,-1.9995,1.2535,0.9229,-0.7161,10,112.52,online,0,grocery,1.27,14.06,1.065,0,0
4362,-0.6459,0.9877,-1.2775,-0.0723,0.5491,0.7186,0.9722,0.7718,0.9009,-0.2404,0,23.28,online,0,online_retail,7.58,3.74,0.83,0,0
15611,-0.464,0.6073,-0.4133,-1.1815,1.4624,1.0516,0.4412,0.7296,0.3614,-0.2746,19,17.91,online,0,dining,8.44,3.4,0.623,0,0
42867,0.0654,0.9522,1.8092,0.9491,-0.0056,0.575,-0.205,0.3561,-0.6308,-1.6153,14,271.47,online,0,online_retail,10.79,1.64,0.949,0,0
55014,-0.0928,1.2247,1.617,1.0873,0.5933,-0.6714,-0.3134,-0.2213,-2.6229,-0.395,18,26.81,card_present,1,fuel,7.48,11.56,0.931,0,0
39720,0.6019,0.1365,-0.7821,-1.9245,2.5313,0.6807,0.8053,-0.6334,-1.1114,0.2895,5,19.21,card_present,1,cash_advance,16.49,2.49,1.474,0,0
25183,0.0617,0.3193,0.9374,1.0984,0.555,0.7936,-0.0094,0.9151,0.0612,-0.1477,17,411.3,card_present,1,jewelry,9.98,2.68,1.097,0,0
18416,-0.5635,-0.2395,0.2572,0.1354,0.3309,-0.1406,-0.7143,0.3272,0.3458,0.6131,21,607.84,card_present,1,cash_advance,9.96,0.29,1.27,1,0
12416,2.0927,1.02,0.0088,-0.6163,1.16,-0.8839,0.0635,1.6251,-1.4538,-0.1792,16,12.03,card_present,1,dining,0.54,5.61,1.152,0,0
42170,1.1521,-0.2316,0.2445,0.423,0.3113,-0.4656,0.6336,2.3123,-0.7194,-0.1484,12,40.67,card_present,1,jewelry,5.53,2.12,0.674,0,0
11477,0.2832,0.427,-0.4276,0.4072,-3.2583,1.8448,1.6356,-0.2639,-0.8298,-0.9824,20,55.52,card_present,1,dining,2.18,11.84,1.687,0,0
34046,-0.7123,1.6771,-0.1561,-1.2185,0.9694,-0.4123,-0.2939,0.2816,-0.9645,-0.2807,15,7.74,online,0,jewelry,11.12,1.38,2.005,0,0
40919,1.4209,0.156,-0.9564,-1.1447,-0.9396,-0.3996,0.4716,-1.0617,0.9194,-0.9951,17,9.38,card_present,1,grocery,9.14,3.57,0.841,0,0
8082,0.2312,1.4123,1.5173,-1.3088,-1.6326,0.2583,0.5108,1.4092,-0.4941,0.1336,18,5.16,online,0,cash_advance,4.18,0.7,1.049,0,0
18747,-0.8985,-0.5909,-0.3541,0.5304,-0.9418,-0.2331,0.3389,1.2777,1.228,0.8798,15,9.89,phone_order,0,grocery,0.06,9.45,0.889,0,0
11077,0.1888,-0.6008,0.7424,0.0966,0.0315,1.073,-0.2842,-0.0288,-0.9561,1.1927,16,5.16,card_present,1,jewelry,13.19,,1.438,0,0
43521,0.6423,0.491,-0.2876,0.1682,-0.6714,-1.5419,-0.9796,0.2969,0.3994,-0.5284,16,28.36,card_present,1,entertainment,17.43,1.25,0.909,0,0
11592,1.5416,-0.3291,-1.5636,-0.1474,-0.7345,0.2624,-0.6198,0.4209,0.699,0.3735,11,11.47,card_present,1,utilities,2.58,2.55,0.689,0,0
56508,-1.362,-0.5135,-1.2771,-0.2466,-0.3513,0.5651,0.0898,0.2547,0.1931,-0.2695,6,13.24,card_present,1,travel,14.22,4.74,0.936,0,0
7380,0.1013,-0.471,1.8857,0.6196,-0.197,-0.5474,-0.7044,-0.5414,-0.327,0.868,3,53.4,online,0,jewelry,15.14,0.02,0.964,0,0
7268,-0.3439,-0.1727,-1.2012,1.5281,-0.0865,-0.9223,0.8437,-1.4575,-0.1907,-0.9694,13,87.42,phone_order,0,cash_advance,2.84,4.3,0.876,0,0
8971,0.412,-0.5506,0.4728,0.1232,1.4847,-0.0875,0.3656,-0.5062,1.0764,-0.5155,2,79.12,card_present,1,utilities,0.76,0.51,1.26,0,0
43855,1.602,-0.3583,0.6511,-0.4307,-1.3925,1.1886,-2.5424,-1.0227,0.6479,-3.1084,4,15.88,online,0,grocery,11.57,9.87,0.701,1,0
22875,-0.8105,-2.026,1.3073,1.9266,1.0537,0.7985,1.9962,1.0495,-0.3817,-2.2244,12,3.3,online,0,dining,41.18,7.24,0.812,0,0
45869,1.0998,0.8532,-2.2639,-0.0785,-0.0905,-0.1851,0.6851,-0.7364,0.0393,-1.5537,2,46.79,card_present,1,fuel,7.88,5.82,0.603,0,0
53820,-0.6199,0.5685,1.5314,0.9365,0.8857,-0.7994,-1.4225,-0.6665,0.7834,-0.3799,13,403.56,card_present,1,jewelry,4.03,0.26,0.862,0,0
19438,2.2778,0.0366,-0.7588,-1.8395,0.9045,0.0606,0.4093,-0.6614,-2.1158,-0.9707,15,3.86,online,0,online_retail,16.18,1.06,0.885,1,0
11519,-1.0083,2.3094,0.0413,-0.8271,1.7173,0.4621,-0.1618,-1.4461,-0.6094,-1.4578,0,19.32,card_present,1,cash_advance,9.3,1.24,1.625,0,0
41280,0.3876,0.6992,-0.1315,0.3695,-0.0493,-0.4218,-0.1919,-0.5263,0.7151,-0.8704,23,70.73,online,0,cash_advance,2.85,18.31,0.746,0,0
35087,0.2518,-0.7398,0.0778,1.8094,0.6156,-1.2687,0.9692,0.7906,1.5781,-0.0921,5,66.44,phone_order,0,electronics,9.72,1.09,0.975,0,0
19829,0.9233,-0.2388,-0.3765,-2.6119,0.22,0.9404,-0.935,-0.3284,1.8859,-0.0593,23,60.05,online,0,dining,0.14,0.17,1.357,0,0
53350,-0.24,-0.1671,-1.86,-0.6641,2.452,-0.9749,-1.457,0.118,-0.3316,-1.7493,8,129.89,online,0,utilities,1.26,1.27,0.824,0,0
58691,-0.4901,-1.3436,-0.001,1.1715,0.1157,1.0302,0.496,-1.9802,-0.0502,-2.1442,20,18.39,card_present,1,fuel,0.88,0.91,1.776,0,0
